"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","config_no_dsml Value","config_no_dsml Exposure Volume","config_no_dsml Absolute Impact","config_no_dsml Absolute Impact Confidence Interval","config_no_dsml Relative Impact","config_no_dsml Relative Impact Confidence Interval","config_no_dsml P Value","config_no_dsml Significance","config_no_dsml Coverage","config_no_dsml Relative Global Lift","config_no_dsml Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.004101","11,804,106","0.004115","11,804,307","0.000014","[-0.000038, +0.000065]","0.003381","[-0.9201%, +1.5963%]","0.598443","-","","",""
"active_share_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"ads_revenue","Metric","N/A","","mean","0.837858","11,406,460","0.836566","11,407,416","-0.001575","[-0.004941, +0.001791]","-0.001880","[-0.5897%, +0.2137%]","0.359094","-","0.670744","-0.001261","-0.001164"
"ad_product_NULL","Dimension","ads_revenue","","mean","0.008177","11,804,106","0.008144","11,804,307","-0.000029","[-0.000104, +0.000047]","-0.003485","[-1.2694%, +0.5725%]","0.458342","-","0.005808","-0.000020","-0.000020"
"ad_product_bn","Dimension","ads_revenue","","mean","0.116218","11,804,106","0.117675","11,804,307","0.000759","[-0.002799, +0.004317]","0.006532","[-2.4083%, +3.7146%]","0.675824","-","0.082547","0.000539","0.000529"
"ad_product_pm","Dimension","ads_revenue","","mean","0.194853","11,804,106","0.194663","11,804,307","-0.000094","[-0.000524, +0.000337]","-0.000480","[-0.2692%, +0.1732%]","0.670528","-","0.138399","-0.000066","-0.000065"
"ad_product_sb","Dimension","ads_revenue","","mean","0.012795","11,804,106","0.012950","11,804,307","0.000085","[-0.000072, +0.000242]","0.006654","[-0.5619%, +1.8927%]","0.287967","-","0.009088","0.000060","0.000059"
"ad_product_sl","Dimension","ads_revenue","","mean","0.592618","11,804,106","0.591777","11,804,307","-0.000551","[-0.00217, +0.001068]","-0.000930","[-0.3662%, +0.1803%]","0.504886","-","0.420922","-0.000391","-0.000384"
"ad_product_sp","Dimension","ads_revenue","","mean","0.057817","11,804,106","0.058115","11,804,307","0.000302","[-0.000177, +0.00078]","0.005215","[-0.3068%, +1.3497%]","0.217193","-","0.041066","0.000214","0.000210"
"avg_dat_mins","Metric","N/A","","mean","1192.472495","11,023,447","1192.700228","11,022,681","0.203998","[-0.165061, +0.573056]","0.000171","[-0.0138%, +0.0481%]","0.278642","-","0.818950","0.000141","0.167064"
"chex_ct_cancel_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_cart_page_conversion","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_cart_page_conversion_deliveries","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_checkout_page_load","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_place_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"cng_new_cx_trials_per_cx_nc","Metric","N/A","","mean","0.020275","11,804,106","0.020384","11,804,307","0.000111","[-0.000002, +0.000225]","0.005495","[-0.0113%, +1.1104%]","0.054813","-","0.654594","0.003597","0.000495"
"cng_order_penetration_3p","Metric","N/A","","mean","0.100193","11,804,106","0.100844","11,804,307","0.000652","[+0.00042, +0.000883]","0.006503","[+0.4189%, +0.8817%]","0.000000","Significant","0.964173","0.006270","0.001999"
"cng_order_penetration_nc","Metric","N/A","","mean","0.203002","11,804,106","0.203702","11,804,307","0.000640","[+0.000342, +0.000939]","0.003154","[+0.1682%, +0.4625%]","0.000027","Significant","0.963890","0.003040","0.002845"
"cng_order_rate_nc","Metric","N/A","","mean","0.374335","11,804,106","0.376321","11,804,307","0.001708","[+0.001009, +0.002407]","0.004564","[+0.2697%, +0.6431%]","0.000002","Significant","0.955181","0.004359","0.007592"
"consumer_mto","Metric","N/A","","mean","0.045536","11,804,106","0.045731","11,804,307","0.000186","[-0.000124, +0.000496]","0.004084","[-0.2734%, +1.0901%]","0.240383","-","0.762391","0.003113","0.003386"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","6.047647","11,804,106","6.046228","11,804,307","-0.001504","[-0.006566, +0.003559]","-0.000249","[-0.1086%, +0.0588%]","0.560450","-","0.610269","-0.000147","-0.000918"
"consumers_mau","Metric","N/A","","mean","0.972635","11,804,106","0.972763","11,804,307","0.000139","[+0.000009, +0.000269]","0.000143","[+0.0009%, +0.0276%]","0.036121","Significant","0.610269","0.000087","0.000045"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.007547","2,064,679","0.007542","2,066,240","-0.000004","[-0.000093, +0.000084]","-0.000595","[-1.2366%, +1.1176%]","0.921053","-","0.683579","-0.000380","-0.000003"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.847826","179","0.784616","191","-0.062131","[-0.141364, +0.017102]","-0.073282","[-16.6737%, +2.0172%]","0.124316","-","0.000006","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.005939","1,324,559","0.005929","1,325,258","-0.000009","[-0.000101, +0.000084]","-0.001445","[-1.6967%, +1.4077%]","0.855214","-","0.365521","-0.000389","-0.000003"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.120000","49","0.058824","34","-0.061176","[-0.182717, +0.060364]","-0.509800","[-152.2637%, +50.3037%]","0.323875","-","0.000001","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.022901","718,850","0.022905","719,156","0.000000","[-0.000402, +0.000401]","-0.000014","[-1.7545%, +1.7517%]","0.998717","-","0.079784","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.004623","2,026,223","0.004615","2,027,970","-0.000009","[-0.000114, +0.000096]","-0.001932","[-2.46%, +2.0735%]","0.867301","-","0.173878","-0.000192","-0.000002"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.243983","1,132","0.271812","1,125","0.027748","[-0.008781, +0.064278]","0.113731","[-3.5991%, +26.3453%]","0.136535","-","0.000035","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.159111","1,784","0.161148","1,803","0.001295","[-0.021984, +0.024573]","0.008136","[-13.817%, +15.4442%]","0.913207","-","0.000065","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.005184","646,781","0.005190","646,331","0.000008","[-0.000202, +0.000218]","0.001495","[-3.9043%, +4.2033%]","0.942373","-","0.064259","0.000000","0.000000"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.009311","8,593,552","0.009315","8,590,531","0.000008","[-0.000035, +0.000052]","0.000880","[-0.379%, +0.555%]","0.711942","-","0.650191","0.000541","0.000005"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.008212","245,304","0.008420","244,746","0.000209","[-0.000279, +0.000696]","0.025406","[-3.3992%, +8.4805%]","0.401846","-","0.002183","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.012210","4,753,440","0.012187","4,748,883","-0.000023","[-0.000092, +0.000045]","-0.001919","[-0.7511%, +0.3674%]","0.501302","-","0.310983","-0.000740","-0.000007"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.016750","424,863","0.016825","425,197","0.000075","[-0.000449, +0.000599]","0.004472","[-2.6822%, +3.5766%]","0.779409","-","0.003747","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.004810","2,678,652","0.004778","2,678,512","-0.000032","[-0.000117, +0.000053]","-0.006608","[-2.4265%, +1.1049%]","0.463236","-","0.070528","-0.000228","-0.000002"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.001928","7,783,687","0.001939","7,780,182","0.000011","[-0.000026, +0.000048]","0.005815","[-1.325%, +2.488%]","0.549963","-","0.146609","0.000167","0.000002"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.014562","900,164","0.014817","898,358","0.000255","[-0.000149, +0.000659]","0.017515","[-1.0242%, +4.5272%]","0.216173","-","0.012369","0.000320","0.000003"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.011861","947,720","0.012064","946,699","0.000204","[-0.000034, +0.000442]","0.017174","[-0.2881%, +3.723%]","0.093264","-","0.015606","0.000323","0.000003"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.014628","2,340,281","0.014654","2,339,930","0.000026","[-0.000133, +0.000185]","0.001762","[-0.9098%, +1.2622%]","0.750473","-","0.058116","0.000152","0.000002"
"cx_app_quality_action_load_latency_web","Metric","N/A","","mean","0.033880","455,605","0.034272","456,649","0.000397","[-0.000428, +0.001222]","0.011710","[-1.2645%, +3.6064%]","0.346019","-","0.689307","0.006272","0.000274"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.036879","19,427","0.037698","19,156","0.000810","[-0.003247, +0.004866]","0.021954","[-8.8036%, +13.1945%]","0.695643","-","0.015024","0.000277","0.000012"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.059701","1,065","0.064445","1,090","0.004478","[-0.011891, +0.020847]","0.075008","[-19.9181%, +34.9196%]","0.591839","-","0.001518","0.000146","0.000006"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.017094","702","0.020775","696","0.003571","[-0.013432, +0.020573]","0.208889","[-78.5768%, +120.3545%]","0.680623","-","0.000820","0.000076","0.000003"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_web","","mean","0.033592","452,389","0.033910","453,614","0.000312","[-0.000518, +0.001143]","0.009296","[-1.5428%, +3.402%]","0.461162","-","0.670130","0.004800","0.000210"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.000000","13","0.000000","12","0.000000","[0, 0]","","[]","1.000000","-","0.000008","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.099145","1,042","0.121934","1,076","0.022839","[-0.002766, +0.048444]","0.230357","[-2.7899%, +48.8613%]","0.080424","-","0.001902","0.000954","0.000042"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000082","2,223,632","0.000083","2,225,574","0.000001","[-0.000004, +0.000005]","0.007873","[-4.6407%, +6.2154%]","0.776190","-","0.653851","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000087","1,587,356","0.000080","1,588,067","-0.000007","[-0.00002, +0.000006]","-0.079332","[-22.997%, +7.1306%]","0.301982","-","0.056003","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000073","1,865,002","0.000074","1,867,280","0.000001","[-0.000008, +0.000009]","0.006935","[-11.2798%, +12.6668%]","0.909614","-","0.138942","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000004","1,370,101","0.000006","1,371,167","0.000002","[-0.000004, +0.000009]","0.601686","[-99.659%, +219.9963%]","0.460607","-","0.125222","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000494","1,356,547","0.000515","1,356,577","0.000021","[-0.000009, +0.000051]","0.042456","[-1.8077%, +10.2989%]","0.169241","-","0.062871","0.012918","0.000001"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","2,177,934","0.000001","2,180,106","0.000001","[0, +0.000001]","","[]","0.036889","Significant","0.102916","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000055","664,031","0.000046","664,873","-0.000008","[-0.000023, +0.000007]","-0.148887","[-42.123%, +12.3456%]","0.283948","-","0.013267","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","1,500,608","0.000000","1,502,178","0.000000","[0, 0]","-0.003420","[-226.244%, +225.56%]","0.997633","-","0.090006","0.000000","0.000000"
"cx_app_quality_crash_ios","Metric","N/A","","mean","0.000018","9,262,961","0.000018","9,260,755","0.000000","[-0.000001, +0.000001]","0.009666","[-2.9615%, +4.8947%]","0.629597","-","0.645321","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000053","3,101,432","0.000052","3,102,546","-0.000001","[-0.000006, +0.000005]","-0.011179","[-11.2422%, +9.0063%]","0.828659","-","0.023312","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_ios","","mean","0.000008","8,581,543","0.000007","8,578,199","-0.000001","[-0.000001, 0]","-0.077015","[-17.2449%, +1.842%]","0.113724","-","0.206061","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_ios","","mean","0.000020","5,719,830","0.000020","5,715,944","0.000001","[-0.000001, +0.000002]","0.026942","[-5.5869%, +10.9753%]","0.523701","-","0.108589","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_ios","","mean","0.000015","5,291,382","0.000014","5,289,325","-0.000001","[-0.000003, +0.000001]","-0.062928","[-20.8848%, +8.2991%]","0.397976","-","0.043558","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000002","9,116,280","0.000002","9,114,704","0.000000","[-0.000001, 0]","-0.072354","[-33.8624%, +19.3915%]","0.594319","-","0.079492","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_ios","","mean","0.000013","3,227,151","0.000016","3,222,419","0.000003","[0, +0.000006]","0.222867","[-2.6908%, +47.2642%]","0.080322","-","0.016658","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_ios","","mean","0.000035","6,742,079","0.000037","6,738,723","0.000002","[-0.000001, +0.000004]","0.049941","[-1.8475%, +11.8356%]","0.152515","-","0.115486","0.000000","0.000000"
"cx_app_quality_crash_web","Metric","N/A","","mean","0.000804","444,827","0.000872","446,304","0.000068","[-0.00001, +0.000147]","0.084741","[-1.2937%, +18.2419%]","0.089060","-","0.460975","0.032513","0.000031"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.002392","288,777","0.002513","290,258","0.000121","[-0.000185, +0.000427]","0.050589","[-7.7246%, +17.8423%]","0.437966","-","0.095679","0.011894","0.000012"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_web","","mean","0.000149","325,419","0.000176","326,821","0.000027","[-0.000014, +0.000067]","0.178147","[-9.2807%, +44.91%]","0.197525","-","0.122325","0.003346","0.000003"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_web","","mean","0.000000","118,756","0.000000","119,257","0.000000","[0, 0]","","[]","1.000000","-","0.023799","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000215","176,404","0.000189","176,902","-0.000026","[-0.000111, +0.00006]","-0.119513","[-51.7463%, +27.8436%]","0.556115","-","0.046601","-0.001240","-0.000001"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_web","","mean","0.000520","61,366","0.000325","61,938","-0.000195","[-0.000451, +0.000061]","-0.374944","[-86.7057%, +11.7169%]","0.135356","-","0.013630","-0.002725","-0.000003"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_web","","mean","0.000196","259,104","0.000251","259,786","0.000055","[-0.000011, +0.000122]","0.281496","[-5.8592%, +62.1584%]","0.104741","-","0.115482","0.006529","0.000006"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.077726","2,193,851","0.078234","2,196,430","0.000251","[-0.000062, +0.000563]","0.003227","[-0.0796%, +0.725%]","0.115874","-","0.682440","0.002219","0.000171"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.032439","1,897,943","0.032896","1,900,185","0.000421","[+0.00001, +0.000832]","0.012983","[+0.0319%, +2.5648%]","0.044498","Significant","0.042236","0.000232","0.000018"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_android","","mean","0.138508","1,663,112","0.139205","1,665,330","0.000466","[-0.000126, +0.001058]","0.003363","[-0.0908%, +0.7635%]","0.122764","-","0.105782","0.000643","0.000049"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_android","","mean","0.045514","1,193,699","0.046450","1,194,429","0.000762","[+0.000307, +0.001216]","0.016737","[+0.675%, +2.6723%]","0.001021","Significant","0.096657","0.000961","0.000074"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_android","","mean","0.107921","1,286,200","0.109366","1,286,907","0.001217","[+0.000403, +0.002032]","0.011278","[+0.3732%, +1.8825%]","0.003400","Significant","0.060302","0.000958","0.000074"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.056250","1,960,641","0.056528","1,963,283","0.000216","[-0.00007, +0.000501]","0.003833","[-0.1236%, +0.8903%]","0.138321","-","0.152961","0.000430","0.000033"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_android","","mean","0.053845","862,225","0.054134","862,897","0.000296","[-0.000256, +0.000848]","0.005499","[-0.4759%, +1.5756%]","0.293394","-","0.024474","0.000095","0.000007"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.086460","1,416,561","0.087073","1,418,006","0.000547","[+0.0001, +0.000993]","0.006323","[+0.1158%, +1.1488%]","0.016415","Significant","0.142125","0.001014","0.000078"
"cx_app_quality_hitch_ios","Metric","N/A","","mean","0.197826","8,334,434","0.197881","8,330,915","0.000046","[-0.000161, +0.000254]","0.000235","[-0.0812%, +0.1282%]","0.659889","-","0.615071","0.000149","0.000029"
"cx_app_quality_homepage_backend_latency","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"cx_app_quality_homepage_backend_slo_burn","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"cx_app_quality_inp_web","Metric","N/A","","mean","0.177434","532,163","0.177636","534,143","0.000386","[-0.000897, +0.001669]","0.002176","[-0.5054%, +0.9406%]","0.555212","-","0.511725","0.000975","0.000198"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.162193","435,091","0.160980","436,867","-0.000965","[-0.002634, +0.000705]","-0.005947","[-1.6238%, +0.4344%]","0.257393","-","0.112146","-0.000534","-0.000108"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_inp_web","","mean","0.183964","361,707","0.184949","364,042","0.001376","[-0.000258, +0.003009]","0.007477","[-0.1402%, +1.6356%]","0.098836","-","0.129577","0.000881","0.000178"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.120374","258,198","0.119551","259,173","-0.000821","[-0.002795, +0.001154]","-0.006819","[-2.3223%, +0.9584%]","0.415197","-","0.060805","-0.000247","-0.000050"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_inp_web","","mean","0.234959","93,633","0.238176","94,311","0.003177","[-0.000635, +0.006988]","0.013521","[-0.2701%, +2.9742%]","0.102336","-","0.018523","0.000290","0.000059"
"page_dimension_cx_store_page","Dimension","cx_app_quality_inp_web","","mean","0.176554","318,662","0.177939","319,702","0.001763","[+0.000022, +0.003504]","0.009985","[+0.0122%, +1.9847%]","0.047227","Significant","0.142683","0.001239","0.000251"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.001634","2,033,209","0.001667","2,035,257","0.000032","[-0.000018, +0.000082]","0.019708","[-1.0975%, +5.0391%]","0.208071","-","0.705903","0.013956","0.000023"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","13","0.000000","23","0.000000","[0, 0]","","[]","1.000000","-","0.000001","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001629","1,300,251","0.001693","1,301,057","0.000064","[+0.000008, +0.000119]","0.039020","[+0.4777%, +7.3262%]","0.025522","Significant","0.375217","0.014651","0.000024"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","217","0.000000","179","0.000000","[0, 0]","","[]","1.000000","-","0.000006","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000414","712,620","0.000410","713,516","-0.000004","[-0.00006, +0.000052]","-0.008912","[-14.3934%, +12.6109%]","0.897063","-","0.081283","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.002216","2,019,922","0.002227","2,022,034","0.000011","[-0.000119, +0.000142]","0.005152","[-5.3824%, +6.4128%]","0.864050","-","0.210619","0.001476","0.000002"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","434","0.000000","411","0.000000","[0, 0]","","[]","1.000000","-","0.000015","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","950","0.000768","929","0.000768","[-0.000735, +0.002272]","","[]","0.316520","-","0.000036","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001089","522,439","0.001010","522,257","-0.000079","[-0.000194, +0.000036]","-0.072523","[-17.8331%, +3.3286%]","0.179146","-","0.038696","-0.001883","-0.000003"
"cx_app_quality_page_action_error_ios","Metric","N/A","","mean","0.004670","8,645,280","0.004678","8,642,444","0.000008","[-0.000022, +0.000038]","0.001687","[-0.4778%, +0.8151%]","0.609088","-","0.662839","0.001241","0.000005"
"cx_app_quality_page_action_error_web","Metric","N/A","","mean","0.001014","536,000","0.000996","537,055","-0.000017","[-0.000091, +0.000057]","-0.016667","[-8.9361%, +5.6028%]","0.653172","-","0.447746","-0.004591","-0.000008"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.000756","23,726","0.000767","23,527","0.000012","[-0.000441, +0.000465]","0.015879","[-58.4262%, +61.602%]","0.958641","-","0.003151","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.000773","322,552","0.000801","323,162","0.000030","[-0.000061, +0.00012]","0.038186","[-7.9328%, +15.5701%]","0.524193","-","0.242855","0.004346","0.000007"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.002184","15,020","0.002037","15,100","-0.000223","[-0.00242, +0.001974]","-0.102061","[-110.7995%, +90.3873%]","0.842376","-","0.002020","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.000545","126,808","0.000665","126,464","0.000118","[-0.000105, +0.000342]","0.216903","[-19.282%, +62.6626%]","0.299464","-","0.034319","0.002471","0.000004"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_web","","mean","0.000615","505,407","0.000612","506,154","-0.000004","[-0.000089, +0.000082]","-0.005693","[-14.5252%, +13.3867%]","0.936279","-","0.119492","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.003255","78,671","0.002733","78,902","-0.000523","[-0.001191, +0.000144]","-0.160783","[-36.5911%, +4.4345%]","0.124477","-","0.012562","-0.004005","-0.000007"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.002248","46,093","0.001934","46,339","-0.000314","[-0.000887, +0.000259]","-0.139506","[-39.4373%, +11.5362%]","0.283352","-","0.007763","-0.001492","-0.000002"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.004265","110,153","0.003886","110,651","-0.000376","[-0.000968, +0.000216]","-0.088183","[-22.699%, +5.0623%]","0.213072","-","0.025549","-0.005840","-0.000010"
"cx_app_quality_page_load_error_android","Metric","N/A","","mean","0.003091","2,223,639","0.003081","2,225,789","-0.000010","[-0.000033, +0.000013]","-0.003203","[-1.0652%, +0.4245%]","0.399254","-","0.692346","-0.002350","-0.000007"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.005118","1,506,195","0.005086","1,507,189","-0.000032","[-0.000156, +0.000092]","-0.006247","[-3.039%, +1.7896%]","0.612065","-","0.047104","-0.000524","-0.000002"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.003858","1,774,402","0.003852","1,777,034","-0.000006","[-0.000072, +0.000059]","-0.001582","[-1.8538%, +1.5375%]","0.854953","-","0.114563","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.001103","1,289,952","0.001099","1,291,195","-0.000004","[-0.000043, +0.000036]","-0.003364","[-3.8919%, +3.219%]","0.852866","-","0.097344","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.013457","1,273,374","0.013425","1,273,608","-0.000032","[-0.000156, +0.000092]","-0.002371","[-1.1595%, +0.6853%]","0.614395","-","0.080122","-0.000892","-0.000003"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000349","2,087,247","0.000346","2,089,724","-0.000003","[-0.000019, +0.000013]","-0.008545","[-5.5361%, +3.8272%]","0.720559","-","0.200230","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002529","599,784","0.002519","600,964","-0.000010","[-0.000182, +0.000161]","-0.004096","[-7.1915%, +6.3723%]","0.905773","-","0.010007","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000838","1,462,938","0.000830","1,464,704","-0.000008","[-0.000033, +0.000017]","-0.009467","[-3.9686%, +2.0751%]","0.539180","-","0.120508","0.000000","0.000000"
"cx_app_quality_page_load_error_ios","Metric","N/A","","mean","0.000512","9,151,466","0.000507","9,149,508","-0.000005","[-0.000012, +0.000002]","-0.010081","[-2.3858%, +0.3697%]","0.151570","-","0.632522","-0.006754","-0.000003"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000632","6,038,439","0.000630","6,034,652","-0.000002","[-0.000023, +0.000019]","-0.003279","[-3.6633%, +3.0076%]","0.847231","-","0.053808","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000160","8,620,006","0.000157","8,616,220","-0.000003","[-0.000008, +0.000002]","-0.018151","[-4.9654%, +1.3353%]","0.258809","-","0.221275","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000939","5,871,720","0.000938","5,866,748","-0.000002","[-0.000017, +0.000014]","-0.001712","[-1.8086%, +1.4663%]","0.837655","-","0.101300","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_ios","","mean","0.000558","6,922,600","0.000547","6,921,105","-0.000011","[-0.000028, +0.000006]","-0.019416","[-5.0461%, +1.1628%]","0.220261","-","0.090228","0.000000","0.000000"
