"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"consumer_country_Unknown","Dimension","cng_order_rate_nc","","mean","0.460706","2,125","0.447465","2,170","0.004272","[-0.058993, +0.067538]","0.009273","[-12.805%, +14.6597%]","0.894703","-","0.000213","0.000002","0.000004","0.463192","2,187","-0.004134","[-0.071545, +0.063277]","-0.008973","[-15.5294%, +13.7347%]","0.904325","-","0.000213","-0.000002","-0.000004"
"cng_overall_vp","Metric","N/A","","mean","0.352213","5,508,685","0.350472","5,676,380","-0.000544","[-0.008186, +0.007097]","-0.001545","[-2.3242%, +2.0151%]","0.888968","-","0.422737","-0.000653","-0.001258","0.352271","5,507,000","0.000413","[-0.007411, +0.008237]","0.001173","[-2.104%, +2.3386%]","0.917591","-","0.422737","0.000496","0.000954"
"cng_business_line_1P Convenience","Dimension","cng_overall_vp","","mean","0.001221","5,508,685","0.000697","5,676,380","-0.000377","[-0.005162, +0.004408]","-0.308717","[-422.8391%, +361.0956%]","0.877319","-","0.005704","-0.001761","-0.000896","0.000774","5,507,000","0.000472","[-0.004385, +0.005329]","0.386667","[-359.2034%, +436.5367%]","0.848935","-","0.005704","0.002205","0.001122"
"cng_business_line_3P Convenience","Dimension","cng_overall_vp","","mean","0.077167","5,508,685","0.077611","5,676,380","0.000364","[-0.002585, +0.003313]","0.004718","[-3.3502%, +4.2939%]","0.808817","-","0.360505","0.001701","0.000865","0.078430","5,507,000","0.001267","[-0.001716, +0.004249]","0.016417","[-2.2231%, +5.5066%]","0.405097","-","0.360505","0.005918","0.003011"
"cng_business_line_Alcohol","Dimension","cng_overall_vp","","mean","0.053875","5,508,685","0.053184","5,676,380","-0.000667","[-0.002881, +0.001548]","-0.012377","[-5.3483%, +2.8729%]","0.555092","-","0.251690","-0.003115","-0.001585","0.054363","5,507,000","0.000404","[-0.001827, +0.002635]","0.007501","[-3.3916%, +4.8918%]","0.722612","-","0.251690","0.001888","0.000961"
"cng_business_line_Grocery","Dimension","cng_overall_vp","","mean","-0.065367","5,508,685","-0.068498","5,676,380","-0.003050","[-0.007736, +0.001636]","-0.046664","[+11.8351%, -2.5023%]","0.202018","-","0.305378","-0.014250","-0.007250","-0.069464","5,507,000","-0.004186","[-0.008855, +0.000483]","-0.064043","[+13.547%, -0.7384%]","0.078858","-","0.305378","-0.019557","-0.009951"
"cng_business_line_Pets","Dimension","cng_overall_vp","","mean","0.008685","5,508,685","0.008919","5,676,380","0.000237","[-0.000658, +0.001131]","0.027271","[-7.5722%, +13.0264%]","0.603782","-","0.040574","0.001106","0.000563","0.009041","5,507,000","0.000380","[-0.000515, +0.001274]","0.043708","[-5.9327%, +14.6742%]","0.405732","-","0.040574","0.001773","0.000902"
"cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","Metric","N/A","","mean","43.415442","346,397","43.332556","356,826","-0.096038","[-0.281741, +0.089665]","-0.002212","[-0.6489%, +0.2065%]","0.310769","-","0.388424","-0.000861","-0.037304","43.302333","346,842","-0.145929","[-0.330835, +0.038976]","-0.003361","[-0.762%, +0.0898%]","0.121906","-","0.388424","-0.001308","-0.056647"
"is_new_grocery_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","43.675532","345,113","43.560681","355,538","-0.080344","[-0.261223, +0.100535]","-0.001840","[-0.5981%, +0.2302%]","0.383977","-","0.354239","-0.000671","-0.028479","43.530070","346,162","-0.153777","[-0.331964, +0.024411]","-0.003521","[-0.7601%, +0.0559%]","0.090750","-","0.354239","-0.001283","-0.054438"
"is_new_grocery_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","32.463328","60,659","32.462620","62,629","-0.001316","[-0.421316, +0.418683]","-0.000041","[-1.2978%, +1.2897%]","0.995099","-","0.045127","-0.000001","-0.000059","32.310394","60,947","-0.157225","[-0.562697, +0.248248]","-0.004843","[-1.7333%, +0.7647%]","0.447261","-","0.045127","-0.000168","-0.007112"
"is_new_grocery_user_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.766565","183","46.235905","205","6.469340","[-6.357234, +19.295915]","0.162683","[-15.9864%, +48.523%]","0.322885","-","0.000176","0.000026","0.001111","42.969024","199","3.202459","[-7.246278, +13.651197]","0.080531","[-18.222%, +34.3283%]","0.548030","-","0.000176","0.000015","0.000618"
"consumer_is_dashpass_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","36.459625","155,629","36.375963","160,534","-0.082222","[-0.360747, +0.196303]","-0.002255","[-0.9894%, +0.5384%]","0.562865","-","0.136911","-0.000266","-0.011286","36.229421","155,596","-0.237049","[-0.502893, +0.028796]","-0.006502","[-1.3793%, +0.079%]","0.080522","-","0.136911","-0.000767","-0.032548"
"consumer_is_dashpass_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","45.517983","250,127","45.417541","257,614","-0.104194","[-0.323999, +0.11561]","-0.002289","[-0.7118%, +0.254%]","0.352845","-","0.262485","-0.000644","-0.027346","45.407316","251,497","-0.102186","[-0.321262, +0.11689]","-0.002245","[-0.7058%, +0.2568%]","0.360609","-","0.262485","-0.000631","-0.026760"
"consumer_is_dashpass_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.898264","199","46.714023","224","6.815760","[-5.128527, +18.760046]","0.170828","[-12.854%, +47.0197%]","0.263391","-","0.000187","0.000030","0.001270","45.267139","215","5.368876","[-4.689855, +15.427606]","0.134564","[-11.7545%, +38.6674%]","0.295498","-","0.000187","0.000026","0.001122"
"is_fsg_power_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","36.805406","337,157","36.733927","347,576","-0.068594","[-0.234408, +0.097221]","-0.001864","[-0.6369%, +0.2641%]","0.417484","-","0.289679","-0.000469","-0.019897","36.603092","337,998","-0.200778","[-0.359729, -0.041827]","-0.005455","[-0.9774%, -0.1136%]","0.013297","Significant","0.289679","-0.001371","-0.058177"
"is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","57.218189","68,607","57.103668","70,573","-0.035092","[-0.450579, +0.380395]","-0.000613","[-0.7875%, +0.6648%]","0.868519","-","0.109731","-0.000091","-0.003847","57.215429","69,101","-0.083431","[-0.50098, +0.334118]","-0.001458","[-0.8756%, +0.5839%]","0.695337","-","0.109731","-0.000215","-0.009111"
"is_fsg_power_user_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.635487","191","46.727931","223","7.092444","[-5.078054, +19.262942]","0.178942","[-12.8119%, +48.6002%]","0.253378","-","0.000185","0.000030","0.001275","42.310223","209","2.674737","[-7.421111, +12.770584]","0.067483","[-18.7234%, +32.2201%]","0.603578","-","0.000185","0.000013","0.000542"
"pre_inflation_subtotal_bucket_1. less than 20","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","12.170536","152,593","12.189190","158,468","0.018653","[-0.014187, +0.051494]","0.001533","[-0.1166%, +0.4231%]","0.265598","-","0.123360","0.000054","0.002299","12.163700","153,980","-0.006813","[-0.039798, +0.026172]","-0.000560","[-0.327%, +0.215%]","0.685611","-","0.123360","-0.000020","-0.000840"
"pre_inflation_subtotal_bucket_2. 20 to 34","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","27.183262","129,075","27.181970","132,781","-0.001396","[-0.032395, +0.029603]","-0.000051","[-0.1192%, +0.1089%]","0.929678","-","0.100340","-0.000003","-0.000140","27.175498","129,568","-0.007857","[-0.039062, +0.023348]","-0.000289","[-0.1437%, +0.0859%]","0.621668","-","0.100340","-0.000019","-0.000789"
"pre_inflation_subtotal_bucket_3. 35 to 49","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","41.740709","87,441","41.733293","89,715","-0.007654","[-0.045708, +0.0304]","-0.000183","[-0.1095%, +0.0728%]","0.693421","-","0.065136","-0.000012","-0.000499","41.755556","87,542","0.014720","[-0.023586, +0.053026]","0.000353","[-0.0565%, +0.127%]","0.451354","-","0.065136","0.000023","0.000959"
"pre_inflation_subtotal_bucket_4. 50 to 74","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","60.775696","76,151","60.743074","78,428","-0.032124","[-0.09839, +0.034141]","-0.000529","[-0.1619%, +0.0562%]","0.342037","-","0.057000","-0.000043","-0.001830","60.774013","75,509","-0.001869","[-0.068733, +0.064995]","-0.000031","[-0.1131%, +0.1069%]","0.956312","-","0.057000","-0.000003","-0.000107"
"pre_inflation_subtotal_bucket_5. 75 or more","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","121.002683","67,864","121.010982","69,581","0.016639","[-0.588239, +0.621518]","0.000138","[-0.4861%, +0.5136%]","0.957002","-","0.053692","0.000021","0.000895","120.977302","67,748","-0.041757","[-0.615276, +0.531762]","-0.000345","[-0.5085%, +0.4395%]","0.886526","-","0.053692","-0.000053","-0.002239"
"pre_inflation_subtotal_bucket_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","44.891765","17","40.416929","11","-4.474835","[-33.086844, +24.137173]","-0.099681","[-73.7036%, +53.7675%]","0.759199","-","0.000009","-0.000001","-0.000050","38.730667","15","-6.161098","[-28.377234, +16.055038]","-0.137243","[-63.2126%, +35.7639%]","0.586753","-","0.000009","-0.000001","-0.000058"
"merchant_name_ALDI","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","40.718696","51,875","40.359048","53,570","-0.382450","[-0.825826, +0.060927]","-0.009392","[-2.0281%, +0.1496%]","0.090906","-","0.041316","-0.000373","-0.015808","40.502776","52,424","-0.231345","[-0.675929, +0.213239]","-0.005682","[-1.66%, +0.5237%]","0.307780","-","0.041316","-0.000225","-0.009542"
"merchant_name_Albertsons","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","42.697056","15,491","43.300958","15,891","0.512391","[-0.369108, +1.39389]","0.012001","[-0.8645%, +3.2646%]","0.254590","-","0.013501","0.000163","0.006919","42.691250","15,574","0.030969","[-0.817087, +0.879024]","0.000725","[-1.9137%, +2.0587%]","0.942942","-","0.013501","0.000010","0.000420"
"merchant_name_Food Lion","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","40.190310","29,119","40.301910","29,820","0.078829","[-0.511212, +0.668869]","0.001961","[-1.272%, +1.6643%]","0.793438","-","0.029156","0.000054","0.002298","40.182514","29,118","-0.053278","[-0.648854, +0.542298]","-0.001326","[-1.6145%, +1.3493%]","0.860819","-","0.029156","-0.000036","-0.001545"
"merchant_name_Hy-Vee Grocery","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","45.422104","10,989","45.160480","11,049","-0.272067","[-1.329772, +0.785639]","-0.005990","[-2.9276%, +1.7296%]","0.614157","-","0.010139","-0.000065","-0.002769","44.414317","10,697","-1.036303","[-2.089547, +0.01694]","-0.022815","[-4.6003%, +0.0373%]","0.053800","-","0.010139","-0.000245","-0.010402"
"merchant_name_Safeway","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","43.735667","42,773","43.672956","44,363","-0.095455","[-0.59895, +0.40804]","-0.002183","[-1.3695%, +0.933%]","0.710206","-","0.038602","-0.000086","-0.003666","43.865796","42,583","0.063387","[-0.45024, +0.577014]","0.001449","[-1.0295%, +1.3193%]","0.808873","-","0.038602","0.000058","0.002442"
"merchant_name_Sprouts Farmers Market","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","55.498275","14,892","55.188085","14,977","-0.138769","[-1.199846, +0.922308]","-0.002500","[-2.162%, +1.6619%]","0.797698","-","0.011891","-0.000039","-0.001658","55.434249","14,636","-0.091777","[-1.149382, +0.965828]","-0.001654","[-2.071%, +1.7403%]","0.864945","-","0.011891","-0.000026","-0.001094"
"merchant_name_Stop & Shop","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","47.251482","12,861","46.849030","13,343","-0.514441","[-1.555832, +0.526949]","-0.010887","[-3.2927%, +1.1152%]","0.332939","-","0.011155","-0.000136","-0.005768","47.140793","12,931","-0.170362","[-1.228937, +0.888213]","-0.003605","[-2.6008%, +1.8798%]","0.752437","-","0.011155","-0.000045","-0.001911"
"merchant_name_Target","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.084692","80,881","36.959521","83,949","-0.115477","[-0.531873, +0.300919]","-0.003114","[-1.4342%, +0.8114%]","0.586753","-","0.063992","-0.000174","-0.007396","36.838688","81,916","-0.267976","[-0.646127, +0.110175]","-0.007226","[-1.7423%, +0.2971%]","0.164855","-","0.063992","-0.000405","-0.017190"
"merchant_name_Winn-Dixie","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","43.147862","7,629","42.864975","8,011","-0.304603","[-1.569996, +0.960789]","-0.007060","[-3.6386%, +2.2267%]","0.637070","-","0.006570","-0.000047","-0.002011","42.587357","7,650","-0.355588","[-1.631109, +0.919932]","-0.008241","[-3.7803%, +2.132%]","0.584793","-","0.006570","-0.000054","-0.002300"
"consumer_country_Australia","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","34.909171","8,478","34.449751","8,876","-0.508124","[-1.273467, +0.25722]","-0.014556","[-3.6479%, +0.7368%]","0.193173","-","0.009231","-0.000112","-0.004762","34.876208","8,669","-0.037747","[-0.809245, +0.733752]","-0.001081","[-2.3181%, +2.1019%]","0.923605","-","0.009231","-0.000008","-0.000357"
"consumer_country_Canada","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","48.064192","8,506","47.133321","8,714","-0.851828","[-1.965669, +0.262013]","-0.017723","[-4.0897%, +0.5451%]","0.133896","-","0.007954","-0.000159","-0.006761","47.045169","8,448","-1.014931","[-2.140551, +0.110689]","-0.021116","[-4.4535%, +0.2303%]","0.077190","-","0.007954","-0.000190","-0.008043"
"consumer_country_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.877991","219","44.018469","244","6.140478","[-4.941455, +17.222412]","0.162112","[-13.0457%, +45.4681%]","0.277474","-","0.000209","0.000030","0.001270","42.332882","245","4.454891","[-4.714789, +13.624571]","0.117612","[-12.4473%, +35.9696%]","0.340992","-","0.000209","0.000024","0.001011"
"consumer_country_US","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","42.467350","388,555","42.396365","400,337","-0.070604","[-0.250007, +0.108799]","-0.001663","[-0.5887%, +0.2562%]","0.440503","-","0.381981","-0.000636","-0.026977","42.341763","389,756","-0.118002","[-0.2945, +0.058496]","-0.002779","[-0.6935%, +0.1377%]","0.190065","-","0.381981","-0.001061","-0.045037"
"consumer_country_Unknown","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","51.351023","197","48.926926","201","-1.158786","[-12.261077, +9.943505]","-0.022566","[-23.877%, +19.3638%]","0.837909","-","0.000196","-0.000006","-0.000260","45.390388","190","-4.742055","[-15.444753, +5.960643]","-0.092346","[-30.0768%, +11.6076%]","0.385174","-","0.000196","-0.000025","-0.001075"
"consumer_is_dashpass_0 x is_new_grocery_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.826089","115,293","37.782307","118,843","-0.037935","[-0.361227, +0.285358]","-0.001003","[-0.955%, +0.7544%]","0.818108","-","0.107048","-0.000096","-0.004073","37.580172","115,321","-0.244984","[-0.553647, +0.063679]","-0.006477","[-1.4637%, +0.1683%]","0.119800","-","0.107048","-0.000620","-0.026307"
"consumer_is_dashpass_0 x is_new_grocery_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","31.550224","40,334","31.342399","41,688","-0.209901","[-0.74487, +0.325069]","-0.006653","[-2.3609%, +1.0303%]","0.441887","-","0.029858","-0.000148","-0.006284","31.371505","40,274","-0.184288","[-0.69383, +0.325253]","-0.005841","[-2.1991%, +1.0309%]","0.478406","-","0.029858","-0.000130","-0.005515"
"consumer_is_dashpass_1 x is_new_grocery_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","46.211369","229,820","46.075820","236,695","-0.135458","[-0.365376, +0.09446]","-0.002931","[-0.7907%, +0.2044%]","0.248201","-","0.247200","-0.000789","-0.033487","46.115864","230,840","-0.083833","[-0.313069, +0.145403]","-0.001814","[-0.6775%, +0.3146%]","0.473516","-","0.247200","-0.000487","-0.020674"
"consumer_is_dashpass_1 x is_new_grocery_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","34.235434","20,307","34.665319","20,919","0.443611","[-0.220942, +1.108165]","0.012958","[-0.6454%, +3.2369%]","0.190758","-","0.015257","0.000159","0.006742","34.082927","20,657","-0.145557","[-0.809285, +0.518171]","-0.004252","[-2.3639%, +1.5136%]","0.667323","-","0.015257","-0.000052","-0.002225"
"consumer_is_dashpass_0 x is_fsg_power_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","33.024107","141,489","32.990742","145,836","-0.031107","[-0.297196, +0.234981]","-0.000942","[-0.8999%, +0.7115%]","0.818767","-","0.115792","-0.000085","-0.003611","32.852763","141,316","-0.175556","[-0.422087, +0.070975]","-0.005316","[-1.2781%, +0.2149%]","0.162804","-","0.115792","-0.000480","-0.020366"
"consumer_is_dashpass_0 x is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","55.361581","14,134","54.882801","14,691","-0.466743","[-1.48498, +0.551495]","-0.008431","[-2.6823%, +0.9962%]","0.368965","-","0.021169","-0.000233","-0.009894","54.551222","14,274","-0.845295","[-1.866038, +0.175448]","-0.015269","[-3.3706%, +0.3169%]","0.104572","-","0.021169","-0.000424","-0.017995"
"consumer_is_dashpass_1 x is_fsg_power_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.327050","195,654","39.234379","201,730","-0.089851","[-0.303486, +0.123785]","-0.002285","[-0.7717%, +0.3148%]","0.409758","-","0.173890","-0.000369","-0.015642","39.095527","196,670","-0.226982","[-0.436653, -0.017311]","-0.005772","[-1.1103%, -0.044%]","0.033856","Significant","0.173890","-0.000929","-0.039439"
"consumer_is_dashpass_1 x is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","57.659529","54,473","57.640138","55,882","-0.022391","[-0.515348, +0.470566]","-0.000388","[-0.8938%, +0.8161%]","0.929061","-","0.088552","-0.000047","-0.001980","57.857384","54,826","0.195970","[-0.298244, +0.690183]","0.003399","[-0.5172%, +1.197%]","0.437051","-","0.088552","0.000406","0.017228"
"cng_spend_per_cx","Metric","N/A","","mean","10.753396","5,508,685","10.768611","5,676,380","0.013523","[-0.030485, +0.057531]","0.001258","[-0.2835%, +0.535%]","0.547007","-","0.391663","0.000493","0.031245","10.759891","5,507,000","-0.006570","[-0.050252, +0.037113]","-0.000611","[-0.4673%, +0.3451%]","0.768160","-","0.391663","-0.000239","-0.015180"
"cng_business_line_1P Convenience","Dimension","cng_spend_per_cx","","mean","0.788330","5,508,685","0.787280","5,676,380","-0.002110","[-0.009971, +0.005752]","-0.002676","[-1.2649%, +0.7296%]","0.598909","-","0.030030","-0.000080","-0.005015","0.783758","5,507,000","-0.004601","[-0.012559, +0.003356]","-0.005837","[-1.5931%, +0.4257%]","0.257080","-","0.030030","-0.000175","-0.010937"
"cng_business_line_3P Convenience","Dimension","cng_spend_per_cx","","mean","2.825840","5,508,685","2.832659","5,676,380","0.010069","[-0.003305, +0.023442]","0.003563","[-0.1169%, +0.8296%]","0.140041","-","0.107646","0.000384","0.023932","2.832115","5,507,000","0.006937","[-0.00643, +0.020305]","0.002455","[-0.2275%, +0.7185%]","0.309066","-","0.107646","0.000264","0.016490"
"cng_business_line_Alcohol","Dimension","cng_spend_per_cx","","mean","0.960022","5,508,685","0.975333","5,676,380","0.012190","[+0.000313, +0.024068]","0.012698","[+0.0326%, +2.507%]","0.044268","Significant","0.036571","0.000464","0.028976","0.967491","5,507,000","0.005343","[-0.006603, +0.01729]","0.005566","[-0.6878%, +1.801%]","0.380667","-","0.036571","0.000204","0.012701"
"cng_business_line_Grocery","Dimension","cng_spend_per_cx","","mean","4.771488","5,508,685","4.761211","5,676,380","-0.011366","[-0.038196, +0.015464]","-0.002382","[-0.8005%, +0.3241%]","0.406380","-","0.181763","-0.000433","-0.027016","4.769766","5,507,000","-0.017813","[-0.044359, +0.008732]","-0.003733","[-0.9297%, +0.183%]","0.188435","-","0.181763","-0.000679","-0.042341"
"cng_business_line_Pets","Dimension","cng_spend_per_cx","","mean","0.243673","5,508,685","0.244658","5,676,380","-0.000958","[-0.006075, +0.004158]","-0.003933","[-2.493%, +1.7065%]","0.713539","-","0.009282","-0.000037","-0.002278","0.244722","5,507,000","-0.000840","[-0.005981, +0.0043]","-0.003449","[-2.4544%, +1.7646%]","0.748622","-","0.009282","-0.000032","-0.001998"
"is_new_nv_user_0","Dimension","cng_spend_per_cx","","mean","14.650518","3,655,780","14.677091","3,766,604","0.026730","[-0.03631, +0.089769]","0.001824","[-0.2478%, +0.6127%]","0.405944","-","0.370435","0.000676","0.042162","14.675561","3,654,769","0.019485","[-0.0432, +0.08217]","0.001330","[-0.2949%, +0.5609%]","0.542365","-","0.370435","0.000493","0.030735"
"is_new_nv_user_1","Dimension","cng_spend_per_cx","","mean","1.639986","1,835,355","1.648772","1,891,590","0.008801","[-0.022448, +0.040051]","0.005367","[-1.3688%, +2.4422%]","0.580930","-","0.020819","0.000112","0.006970","1.642780","1,834,527","0.002815","[-0.028027, +0.033657]","0.001717","[-1.709%, +2.0523%]","0.858012","-","0.020819","0.000036","0.002230"
"is_new_nv_user_NULL","Dimension","cng_spend_per_cx","","mean","1.730960","17,550","1.638794","18,186","-0.092166","[-0.507678, +0.323346]","-0.053246","[-29.3292%, +18.6801%]","0.663747","-","0.000211","-0.000011","-0.000701","1.647122","17,704","-0.083839","[-0.485693, +0.318016]","-0.048435","[-28.0592%, +18.3722%]","0.682609","-","0.000211","-0.000010","-0.000638"
"consumer_country_Australia","Dimension","cng_spend_per_cx","","mean","14.495208","48,195","14.736997","49,655","0.232193","[-0.276152, +0.740538]","0.016019","[-1.9051%, +5.1088%]","0.370660","-","0.004835","0.000077","0.004832","14.920528","48,288","0.466383","[-0.042519, +0.975284]","0.032175","[-0.2933%, +6.7283%]","0.072461","-","0.004835","0.000156","0.009705"
"consumer_country_Canada","Dimension","cng_spend_per_cx","","mean","12.217325","83,613","11.990459","86,763","-0.241920","[-0.601195, +0.117355]","-0.019801","[-4.9208%, +0.9606%]","0.186917","-","0.007077","-0.000140","-0.008743","12.062415","83,409","-0.170818","[-0.535277, +0.19364]","-0.013982","[-4.3813%, +1.585%]","0.358296","-","0.007077","-0.000099","-0.006173"
"consumer_country_NULL","Dimension","cng_spend_per_cx","","mean","1.816937","19,880","1.807503","20,438","-0.009434","[-0.408304, +0.389437]","-0.005192","[-22.4721%, +21.4337%]","0.963026","-","0.000250","-0.000001","-0.000081","1.820369","19,965","0.003432","[-0.381278, +0.388142]","0.001889","[-20.9846%, +21.3624%]","0.986050","-","0.000250","0.000000","0.000029"
"consumer_country_US","Dimension","cng_spend_per_cx","","mean","10.234736","5,354,872","10.255609","5,517,354","0.017830","[-0.030612, +0.066272]","0.001742","[-0.2991%, +0.6475%]","0.470653","-","0.379056","0.000660","0.041197","10.251787","5,353,151","0.017753","[-0.030441, +0.065947]","0.001735","[-0.2974%, +0.6443%]","0.470307","-","0.379056","0.000658","0.041018"
"consumer_country_Unknown","Dimension","cng_spend_per_cx","","mean","17.628198","2,125","17.758677","2,170","0.432779","[-3.571073, +4.43663]","0.024550","[-20.2577%, +25.1678%]","0.832221","-","0.000261","0.000006","0.000399","16.627366","2,187","-0.156917","[-4.405256, +4.091422]","-0.008901","[-24.9898%, +23.2095%]","0.942289","-","0.000261","-0.000002","-0.000145"
"cng_subtotal","Metric","N/A","","mean","30.670116","1,052,832","30.710319","1,084,139","0.039295","[-0.054822, +0.133413]","0.001281","[-0.1787%, +0.435%]","0.413180","-","0.402739","0.000509","0.015841","30.659266","1,052,896","-0.011989","[-0.104891, +0.080914]","-0.000391","[-0.342%, +0.2638%]","0.800329","-","0.402739","-0.000155","-0.004830"
"consumer_country_Australia","Dimension","cng_subtotal","","mean","26.734133","13,383","26.953779","13,854","0.207584","[-0.361507, +0.776675]","0.007765","[-1.3522%, +2.9052%]","0.474656","-","0.005474","0.000037","0.001140","26.977804","13,653","0.301535","[-0.258702, +0.861771]","0.011279","[-0.9677%, +3.2235%]","0.291469","-","0.005474","0.000054","0.001654"
"consumer_country_Canada","Dimension","cng_subtotal","","mean","29.452067","18,937","29.211029","19,558","-0.259396","[-0.809697, +0.290904]","-0.008807","[-2.7492%, +0.9877%]","0.355553","-","0.007174","-0.000060","-0.001846","29.132963","18,904","-0.288681","[-0.852991, +0.275629]","-0.009802","[-2.8962%, +0.9359%]","0.316030","-","0.007174","-0.000067","-0.002061"
"consumer_country_NULL","Dimension","cng_subtotal","","mean","24.547048","784","28.237711","790","3.690663","[-0.947951, +8.329278]","0.150351","[-3.8618%, +33.9319%]","0.118896","-","0.000269","0.000030","0.000929","25.846108","769","1.299060","[-2.702625, +5.300745]","0.052921","[-11.01%, +21.5942%]","0.524607","-","0.000269","0.000011","0.000347"
"consumer_country_US","Dimension","cng_subtotal","","mean","30.443309","999,269","30.481554","1,029,006","0.036068","[-0.059218, +0.131353]","0.001185","[-0.1945%, +0.4315%]","0.458154","-","0.386524","0.000452","0.013956","30.447829","999,238","0.007093","[-0.086824, +0.10101]","0.000233","[-0.2852%, +0.3318%]","0.882326","-","0.386524","0.000089","0.002743"
"consumer_country_Unknown","Dimension","cng_subtotal","","mean","37.952416","451","36.353882","437","-1.446702","[-7.774859, +4.881455]","-0.038119","[-20.4858%, +12.862%]","0.654100","-","0.000205","-0.000010","-0.000303","34.610339","457","-3.101358","[-10.390541, +4.187825]","-0.081717","[-27.3778%, +11.0344%]","0.404330","-","0.000205","-0.000021","-0.000648"
"cng_business_line_1P Convenience","Dimension","cng_subtotal","","mean","25.764385","120,529","25.768062","123,734","-0.003114","[-0.167103, +0.160876]","-0.000121","[-0.6486%, +0.6244%]","0.970316","-","0.035169","-0.000004","-0.000110","25.727572","119,643","-0.045941","[-0.212674, +0.120791]","-0.001783","[-0.8255%, +0.4688%]","0.589165","-","0.035169","-0.000052","-0.001620"
"cng_business_line_3P Convenience","Dimension","cng_subtotal","","mean","18.755746","528,977","18.816189","545,470","0.063986","[+0.008974, +0.118997]","0.003412","[+0.0478%, +0.6345%]","0.022625","Significant","0.170940","0.000354","0.010927","18.785367","529,868","0.033511","[-0.021495, +0.088516]","0.001787","[-0.1146%, +0.4719%]","0.232453","-","0.170940","0.000185","0.005723"
