"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","doubledash-us-treatment-min-119-119 Value","doubledash-us-treatment-min-119-119 Exposure Volume","doubledash-us-treatment-min-119-119 Absolute Impact","doubledash-us-treatment-min-119-119 Absolute Impact Confidence Interval","doubledash-us-treatment-min-119-119 Relative Impact","doubledash-us-treatment-min-119-119 Relative Impact Confidence Interval","doubledash-us-treatment-min-119-119 P Value","doubledash-us-treatment-min-119-119 Significance","doubledash-us-treatment-min-119-119 Coverage","doubledash-us-treatment-min-119-119 Relative Global Lift","doubledash-us-treatment-min-119-119 Absolute Global Lift","doubledash-us-treatment-min-99-99 Value","doubledash-us-treatment-min-99-99 Exposure Volume","doubledash-us-treatment-min-99-99 Absolute Impact","doubledash-us-treatment-min-99-99 Absolute Impact Confidence Interval","doubledash-us-treatment-min-99-99 Relative Impact","doubledash-us-treatment-min-99-99 Relative Impact Confidence Interval","doubledash-us-treatment-min-99-99 P Value","doubledash-us-treatment-min-99-99 Significance","doubledash-us-treatment-min-99-99 Coverage","doubledash-us-treatment-min-99-99 Relative Global Lift","doubledash-us-treatment-min-99-99 Absolute Global Lift"
"dbd_total_o2_gmv_pets","Metric","N/A","","mean","0.009231","8,842,901","0.009768","8,587,219","0.000507","[-0.000311, +0.001324]","0.054892","[-3.3641%, +14.3425%]","0.224284","-","0.640958","0.035184","0.000481","0.009035","8,585,404","-0.000299","[-0.001063, +0.000466]","-0.032375","[-11.5177%, +5.0428%]","0.443487","-","0.640958","-0.020751","-0.000284"
"dbd_total_o2_gmv_rx","Metric","N/A","","mean","1.447913","8,842,901","1.440444","8,587,219","-0.006200","[-0.013865, +0.001465]","-0.004282","[-0.9576%, +0.1012%]","0.112903","-","0.695053","-0.002976","-0.005885","1.445976","8,585,404","-0.003163","[-0.010792, +0.004466]","-0.002184","[-0.7453%, +0.3085%]","0.416467","-","0.695053","-0.001518","-0.003002"
"dbd_total_o2_orders_1pc","Metric","N/A","","mean","0.002774","8,842,901","0.002761","8,587,219","-0.000013","[-0.000075, +0.000049]","-0.004713","[-2.6949%, +1.7524%]","0.677860","-","0.678854","-0.003199","-0.000012","0.002771","8,585,404","-0.000006","[-0.000068, +0.000056]","-0.002132","[-2.4481%, +2.0217%]","0.851677","-","0.678854","-0.001447","-0.000006"
"dbd_total_o2_orders_3pc","Metric","N/A","","mean","0.026708","8,842,901","0.026512","8,587,219","-0.000199","[-0.000409, +0.000011]","-0.007454","[-1.5305%, +0.0396%]","0.062726","-","0.694692","-0.005179","-0.000189","0.026689","8,585,404","-0.000060","[-0.00027, +0.000151]","-0.002233","[-1.0111%, +0.5644%]","0.578431","-","0.694692","-0.001551","-0.000057"
"dbd_total_o2_orders_alc","Metric","N/A","","mean","0.003441","8,842,901","0.003443","8,587,219","0.000002","[-0.000068, +0.000072]","0.000598","[-1.983%, +2.1026%]","0.954227","-","0.593064","0.000355","0.000002","0.003407","8,585,404","-0.000037","[-0.000108, +0.000033]","-0.010893","[-3.1248%, +0.9462%]","0.294235","-","0.593064","-0.006460","-0.000036"
"dbd_total_o2_orders_flowers","Metric","N/A","","mean","0.000006","8,842,901","0.000008","8,587,219","0.000002","[0, +0.000004]","0.333319","[-8.1183%, +74.7821%]","0.115004","-","0.546834","0.182270","0.000002","0.000009","8,585,404","0.000003","[0, +0.000006]","0.499474","[+7.0217%, +92.8731%]","0.022574","Significant","0.546834","0.273129","0.000003"
"dbd_total_o2_orders_grocery","Metric","N/A","","mean","0.007856","8,842,901","0.007847","8,587,219","-0.000009","[-0.000114, +0.000096]","-0.001180","[-1.4534%, +1.2173%]","0.862466","-","0.568877","-0.000671","-0.000009","0.007832","8,585,404","-0.000032","[-0.000138, +0.000075]","-0.004024","[-1.7612%, +0.9563%]","0.561582","-","0.568877","-0.002289","-0.000030"
"dbd_total_o2_orders_nv","Metric","N/A","","mean","0.041253","8,842,901","0.041042","8,587,219","-0.000215","[-0.000482, +0.000052]","-0.005212","[-1.1678%, +0.1254%]","0.114134","-","0.655723","-0.003418","-0.000204","0.041192","8,585,404","-0.000126","[-0.000395, +0.000144]","-0.003047","[-0.958%, +0.3485%]","0.360579","-","0.655723","-0.001998","-0.000119"
"consumer_is_dashpass_0","Dimension","dbd_total_o2_orders_nv","","mean","0.021435","5,570,584","0.021252","5,407,978","-0.000183","[-0.000404, +0.000038]","-0.008537","[-1.8828%, +0.1754%]","0.103953","-","0.214577","-0.001832","-0.000109","0.021232","5,405,713","-0.000203","[-0.000423, +0.000017]","-0.009470","[-1.9756%, +0.0815%]","0.071130","-","0.214577","-0.002032","-0.000121"
"consumer_is_dashpass_1","Dimension","dbd_total_o2_orders_nv","","mean","0.077415","3,167,638","0.077106","3,077,798","-0.000309","[-0.000957, +0.000339]","-0.003991","[-1.2362%, +0.4379%]","0.349974","-","0.441013","-0.001760","-0.000105","0.077542","3,078,381","0.000127","[-0.00053, +0.000784]","0.001641","[-0.6844%, +1.0125%]","0.704713","-","0.441013","0.000723","0.000043"
"consumer_is_dashpass_NULL","Dimension","dbd_total_o2_orders_nv","","mean","0.001595","104,679","0.001863","101,443","0.000268","[-0.000209, +0.000745]","0.168025","[-13.1293%, +46.7343%]","0.271225","-","0.000300","0.000050","0.000003","0.001708","101,310","0.000113","[-0.000379, +0.000605]","0.070846","[-23.7888%, +37.958%]","0.652883","-","0.000300","0.000021","0.000001"
"dbd_total_o2_orders_pets","Metric","N/A","","mean","0.000234","8,842,901","0.000239","8,587,219","0.000005","[-0.000011, +0.000021]","0.021334","[-4.5571%, +8.8238%]","0.531991","-","0.636219","0.013573","0.000005","0.000238","8,585,404","0.000004","[-0.000012, +0.000019]","0.016093","[-5.0693%, +8.2878%]","0.636735","-","0.636219","0.010238","0.000004"
"dbd_total_o2_orders_rx","Metric","N/A","","mean","0.077472","8,842,901","0.076598","8,587,219","-0.000864","[-0.00124, -0.000489]","-0.011158","[-1.601%, -0.6307%]","0.000007","Significant","0.701479","-0.007827","-0.000821","0.077141","8,585,404","-0.000422","[-0.000799, -0.000045]","-0.005448","[-1.0313%, -0.0584%]","0.028143","Significant","0.701479","-0.003822","-0.000401"
"consumer_is_dashpass_0","Dimension","dbd_total_o2_orders_rx","","mean","0.043034","5,570,584","0.042520","5,407,978","-0.000514","[-0.000825, -0.000203]","-0.011944","[-1.917%, -0.4718%]","0.001196","Significant","0.245402","-0.002931","-0.000307","0.042790","5,405,713","-0.000244","[-0.000556, +0.000068]","-0.005670","[-1.2925%, +0.1585%]","0.125604","-","0.245402","-0.001391","-0.000146"
"consumer_is_dashpass_1","Dimension","dbd_total_o2_orders_rx","","mean","0.140502","3,167,638","0.138909","3,077,798","-0.001593","[-0.002518, -0.000668]","-0.011338","[-1.7923%, -0.4753%]","0.000739","Significant","0.455948","-0.005170","-0.000542","0.139904","3,078,381","-0.000598","[-0.001525, +0.000329]","-0.004256","[-1.0855%, +0.2342%]","0.206146","-","0.455948","-0.001941","-0.000203"
"consumer_is_dashpass_NULL","Dimension","dbd_total_o2_orders_rx","","mean","0.002818","104,679","0.002780","101,443","-0.000038","[-0.000634, +0.000558]","-0.013485","[-22.5018%, +19.8049%]","0.900569","-","0.000302","0.000000","0.000000","0.002951","101,310","0.000133","[-0.000495, +0.000761]","0.047197","[-17.5633%, +27.0026%]","0.678046","-","0.000302","0.000014","0.000001"
"doubledash_active_user","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_l_28_d_mau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_l_28_d_post_checkout_mau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_l_28_d_pre_checkout_mau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_post_checkout_active_user","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_post_checkout_wau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_pre_checkout_active_user","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_pre_checkout_wau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_wau","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dp_paid_pause_cancel","Metric","N/A","","mean","0.033240","2,866,468","0.033396","2,782,695","0.000155","[-0.000147, +0.000457]","0.004653","[-0.4429%, +1.3735%]","0.315298","-","0.279405","0.001300","0.000066","0.033294","2,783,975","0.000056","[-0.000247, +0.000359]","0.001688","[-0.7418%, +1.0793%]","0.716403","-","0.279405","0.000472","0.000024"
"dsmp_perc_mx_trialers","Metric","N/A","","mean","0.243919","6,946,251","0.243853","6,746,793","-0.000053","[-0.000374, +0.000268]","-0.000217","[-0.1534%, +0.11%]","0.746334","-","0.648337","-0.000138","-0.000034","0.243504","6,746,071","-0.000311","[-0.000632, +0.00001]","-0.001274","[-0.259%, +0.0042%]","0.057745","-","0.648337","-0.000807","-0.000202"
"first_contact_resolution_rate","Metric","N/A","","mean","0.919446","290,735","0.920507","282,062","0.001129","[-0.000739, +0.002998]","0.001228","[-0.0804%, +0.3261%]","0.236208","-","0.239528","0.000308","0.000271","0.920725","283,045","0.001262","[-0.000598, +0.003123]","0.001373","[-0.0651%, +0.3396%]","0.183625","-","0.239528","0.000343","0.000302"
"gov_per_order_curie","Metric","N/A","","mean","35.574209","6,971,791","35.587615","6,771,369","0.013719","[-0.008793, +0.036231]","0.000386","[-0.0247%, +0.1018%]","0.232321","-","0.664437","0.000252","0.009113","35.573906","6,771,004","0.008648","[-0.013977, +0.031273]","0.000243","[-0.0393%, +0.0879%]","0.453748","-","0.664437","0.000159","0.005747"
"hp_session_long_term_relevance_v_2","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"hqdr_ratio","Metric","N/A","","mean","0.925644","6,993,800","0.925638","6,793,088","0.000005","[-0.000162, +0.000172]","0.000005","[-0.0175%, +0.0185%]","0.953003","-","0.662342","0.000004","0.000003","0.925568","6,792,377","-0.000075","[-0.000242, +0.000092]","-0.000081","[-0.0261%, +0.01%]","0.380480","-","0.662342","-0.000053","-0.000049"
"nv_fco_all","Metric","N/A","","mean","9.695964","1,251,794","9.707097","1,215,700","0.010723","[-0.014844, +0.03629]","0.001106","[-0.1531%, +0.3743%]","0.411053","-","0.540557","0.000560","0.005793","9.709328","1,216,601","0.011463","[-0.014603, +0.03753]","0.001182","[-0.1506%, +0.3871%]","0.388719","-","0.540557","0.000599","0.006201"
"nv_hqfr","Metric","N/A","","mean","0.812596","861,081","0.811645","836,668","-0.000923","[-0.001863, +0.000016]","-0.001136","[-0.2292%, +0.002%]","0.054044","-","0.533179","-0.000606","-0.000492","0.811561","837,578","-0.000935","[-0.001891, +0.000022]","-0.001150","[-0.2327%, +0.0027%]","0.055409","-","0.533179","-0.000614","-0.000499"
"nv_mau","Metric","N/A","","mean","0.179610","8,842,901","0.179690","8,587,219","0.000019","[-0.000304, +0.000342]","0.000107","[-0.1694%, +0.1907%]","0.907695","-","0.455870","0.000049","0.000045","0.179636","8,585,404","-0.000036","[-0.000359, +0.000287]","-0.000199","[-0.1999%, +0.1601%]","0.828134","-","0.455870","-0.000091","-0.000085"
"o1_aov","Metric","N/A","","mean","36.184085","6,968,449","36.186810","6,768,053","0.003426","[-0.019434, +0.026287]","0.000095","[-0.0537%, +0.0726%]","0.768932","-","0.645143","0.000062","0.002210","36.177414","6,767,703","0.001827","[-0.021155, +0.024809]","0.000050","[-0.0585%, +0.0686%]","0.876180","-","0.645143","0.000033","0.001179"
"o1_gmv","Metric","N/A","","mean","110.301170","8,842,901","110.266012","8,587,219","-0.086723","[-0.206068, +0.032622]","-0.000786","[-0.1868%, +0.0296%]","0.154382","-","0.652250","-0.000513","-0.079399","110.365607","8,585,404","-0.055241","[-0.174713, +0.064231]","-0.000501","[-0.1584%, +0.0582%]","0.364809","-","0.652250","-0.000327","-0.050576"
"o1_subtotal","Metric","N/A","","mean","26.046831","6,968,449","26.051576","6,768,053","0.004836","[-0.013248, +0.02292]","0.000186","[-0.0509%, +0.088%]","0.600196","-","0.645143","0.000121","0.003119","26.047752","6,767,703","0.006095","[-0.012079, +0.024268]","0.000234","[-0.0464%, +0.0932%]","0.510988","-","0.645143","0.000152","0.003933"
"o1_vp","Metric","N/A","","mean","3.659045","6,968,449","3.656325","6,768,053","-0.002930","[-0.009773, +0.003912]","-0.000801","[-0.2671%, +0.1069%]","0.401244","-","0.645143","-0.000608","-0.001890","3.654915","6,767,703","-0.003017","[-0.009864, +0.00383]","-0.000825","[-0.2696%, +0.1047%]","0.387796","-","0.645143","-0.000627","-0.001947"
"o1_vp_per_cx","Metric","N/A","","mean","11.153991","8,842,901","11.141309","8,587,219","-0.016735","[-0.040041, +0.006572]","-0.001500","[-0.359%, +0.0589%]","0.159336","-","0.759920","-0.001140","-0.015321","11.149965","8,585,404","-0.007156","[-0.030408, +0.016095]","-0.000642","[-0.2726%, +0.1443%]","0.546366","-","0.759920","-0.000488","-0.006552"
"order_frequency_per_entity_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"order_inflation_rate","Metric","N/A","","mean","0.181587","6,574,735","0.181565","6,384,754","-0.000024","[-0.00011, +0.000062]","-0.000131","[-0.0604%, +0.0342%]","0.586485","-","0.725491","-0.000097","-0.000017","0.181617","6,385,795","0.000020","[-0.000066, +0.000106]","0.000109","[-0.0364%, +0.0582%]","0.650380","-","0.725491","0.000081","0.000014"
"order_rate_per_entity_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"ox_subtotal_combined","Metric","N/A","","mean","26.349413","4,943,513","26.344331","4,800,643","-0.007402","[-0.027708, +0.012903]","-0.000281","[-0.1052%, +0.049%]","0.474909","-","0.515015","-0.000141","-0.003811","26.342652","4,799,187","-0.001980","[-0.022382, +0.018423]","-0.000075","[-0.0849%, +0.0699%]","0.849164","-","0.515015","-0.000038","-0.001020"
"smb_rx_filtered_core_volume","Metric","N/A","","mean","0.367691","6,890,975","0.367970","6,692,518","0.000247","[-0.000208, +0.000702]","0.000672","[-0.0565%, +0.191%]","0.286957","-","0.725080","0.000455","0.000179","0.367423","6,692,523","-0.000323","[-0.000778, +0.000132]","-0.000879","[-0.2117%, +0.0358%]","0.163754","-","0.725080","-0.000595","-0.000234"
"variable_profit_per_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"vol_from_over_25","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
